DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/01/2016,17:09,,,,,,RICHMOND AVENUE,GENESEE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513019,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,17:09,,,40.6061821,-74.0761261,"(40.6061821, -74.0761261)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3515082,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,17:09,,,40.6658397,-73.7573847,"(40.6658397, -73.7573847)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3512230,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/01/2016,17:09,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513578,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,17:09,BROOKLYN,11207,,,,,,735       PENNSYLVANIA AVENUE,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3512076,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,17:09,BROOKLYN,11223,,,,KINGS HIGHWAY,MC DONALD AVENUE,,1,0,2,0,0,0,0,0,Unspecified,,,,,3513442,PASSENGER VEHICLE,,,,
09/01/2016,17:09,QUEENS,11428,,,,SPRINGFIELD BOULEVARD,JAMAICA AVENUE,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3514269,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,17:09,BROOKLYN,11236,,,,,,1500      PAERDEGAT AVENUE NORTH,2,0,0,0,0,0,4,0,Unspecified,,,,,3511977,PASSENGER VEHICLE,,,,
09/01/2016,17:09,BROOKLYN,11237,,,,,,200       STEWART AVENUE,3,0,0,0,0,0,6,0,Unspecified,Unspecified,Unspecified,,,3512170,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/01/2016,17:09,QUEENS,11434,,,,145 AVENUE,176 STREET,,3,0,0,0,0,0,6,0,Unspecified,Unspecified,Unspecified,,,3512228,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/01/2016,17:09,,,40.7428372,-73.9721259,"(40.7428372, -73.9721259)",,,,3,0,0,0,0,0,6,0,Unspecified,Unspecified,,,,3511751,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,BRONX,10474,,,,SPOFFORD AVENUE,HUNTS POINT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512696,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,BROOKLYN,11205,,,,,,596       MYRTLE AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3514158,PASSENGER VEHICLE,,,,
09/01/2016,18:09,BROOKLYN,11210,,,,,,1655      FLATBUSH AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511957,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,BROOKLYN,11213,,,,EASTERN PARKWAY,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511996,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,BROOKLYN,11225,,,,FLATBUSH AVENUE,PARKSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511995,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,BROOKLYN,11235,,,,,,2425      HARING STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513444,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/15/2016,19:09,BROOKLYN,11203,,,,,,506       UTICA AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3520729,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/15/2016,21:09,BRONX,10452,,,,EAST 167 STREET,WALTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3521235,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/15/2016,21:09,BROOKLYN,11205,,,,,,453       FLUSHING AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3520985,PASSENGER VEHICLE,,,,
09/15/2016,3:09,BRONX,10461,,,,WESTCHESTER AVENUE,MIDDLETOWN ROAD,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3519838,PASSENGER VEHICLE,,,,
09/01/2016,18:09,BROOKLYN,11238,,,,,,310       FLATBUSH AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3514868,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,MANHATTAN,10002,,,,,,53        PITT STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511724,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
09/01/2016,18:09,MANHATTAN,10030,,,,,,133       WEST 140 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513260,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,MANHATTAN,10036,,,,WEST 42 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512669,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,QUEENS,11379,,,,84 PLACE,64 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512221,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/24/2015,13:54,,,,,,YELLOWSTONE BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3284322,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/15/2016,9:09,,,,,,EAST 187 STREET,,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3520279,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/15/2016,9:09,,,,,,EAST TREMONT AVENUE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3520280,SPORT UTILITY / STATION WAGON,,,,
09/15/2016,9:09,,,,,,HEMPSTEAD AVENUE,CROSS ISLAND PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3520453,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/15/2016,9:09,,,,,,PEARTREE AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3520461,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/15/2016,9:09,,,,,,PENNSYLVANIA AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3520297,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/15/2016,9:09,,,,,,TARGEE STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3520802,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/15/2016,9:09,,,,,,YORK AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3520300,,,,,
09/15/2016,9:09,,,,,,,,2505      RICHMOND AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3520353,MOTORCYCLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,,,,,,161 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512292,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,,,,,,EAST 176 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511230,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,,,,,,HILL STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512078,AMBULANCE,PASSENGER VEHICLE,,,
09/01/2016,18:09,,,,,,MADISON AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511783,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/14/2016,0:09,QUEENS,11101,,,,BORDEN AVENUE,23 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3520750,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,,,,,,MC GUINNESS BLVD SOUTH,MEEKER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512885,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
09/01/2016,18:09,,,,,,METROPOLITAN AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512220,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,,,,,,,,LEXINGTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511754,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,,,40.7329375,-73.8436235,"(40.7329375, -73.8436235)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512337,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,18:09,MANHATTAN,10035,,,,EAST 120 STREET,MADISON AVENUE,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3513208,PASSENGER VEHICLE,,,,
09/01/2016,19:09,BRONX,10475,,,,,,200       BAYCHESTER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512719,PASSENGER VEHICLE,OTHER,,,
09/01/2016,19:09,BROOKLYN,11206,,,,,,128       MESEROLE STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512172,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,19:09,BROOKLYN,11207,,,,JAMAICA AVENUE,VERMONT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512079,PASSENGER VEHICLE,,,,
09/01/2016,19:09,MANHATTAN,10001,,,,WEST 29 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513102,PASSENGER VEHICLE,OTHER,,,
09/01/2016,19:09,,,,,,4 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512009,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,19:09,,,,,,AVENUE K,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511956,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,19:09,,,,,,MAJOR DEEGAN EXPRESSWAY,WILLIS AVENUE BRIDGE APPROACH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3525119,PASSENGER VEHICLE,,,,
09/01/2016,19:09,BRONX,10461,,,,EAST TREMONT AVENUE,FRISBY AVENUE,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3512707,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/14/2016,10:09,MANHATTAN,10024,,,,COLUMBUS AVENUE,WEST 89 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3520419,PASSENGER VEHICLE,,,,
09/14/2016,10:09,MANHATTAN,10027,,,,,,121       WEST 125 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3520848,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/14/2016,10:09,QUEENS,11377,,,,,,73-10     41 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3520511,PASSENGER VEHICLE,,,,
09/14/2016,10:09,,,,,,BROAD STREET,,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3519724,TAXI,TAXI,,,
09/14/2016,10:09,,,,,,FLATLANDS AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3520114,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/14/2016,10:09,,,,,,GLENMORE AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3519688,,,,,
09/01/2016,19:09,QUEENS,11434,,,,147 AVENUE,BREWER BOULEVARD,,1,0,2,0,0,0,0,0,Unspecified,,,,,3512231,PASSENGER VEHICLE,,,,
09/01/2016,21:09,BROOKLYN,11238,,,,EASTERN PARKWAY,CLASSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3514867,OTHER,PASSENGER VEHICLE,,,
09/01/2016,21:09,QUEENS,11354,,,,NORTHERN BOULEVARD,MAIN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512294,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,21:09,STATEN ISLAND,10314,,,,,,29        RICE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513727,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,21:09,,,,,,3 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512437,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,21:09,,,,,,AVENUE X,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513449,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/11/2016,17:08,,,,,,KINGSTON AVENUE,,,1,0,2,0,0,0,0,0,Unspecified,,,,,3498784,PASSENGER VEHICLE,,,,
09/01/2016,21:09,BROOKLYN,11207,,,,,,390       PENNSYLVANIA AVENUE,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3512081,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,22:09,BROOKLYN,11208,,,,CRYSTAL STREET,PITKIN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512082,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,22:09,BROOKLYN,11219,,,,,,1455      55 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3515386,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,22:09,QUEENS,11413,,,,,,185-04    144 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512352,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,22:09,,,,,,115 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512191,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,22:09,,,,,,VANWYCK EXPRESSWAY,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512189,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
09/01/2016,23:09,BROOKLYN,11207,,,,,,744       PENNSYLVANIA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512085,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,23:09,BROOKLYN,11221,,,,BROADWAY,QUINCY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512863,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,23:09,MANHATTAN,10018,,,,west 36th street,6th avenue,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3511748,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/01/2016,23:09,MANHATTAN,10036,,,,,,317       WEST 48 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511772,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,23:09,,,40.6065466,-74.0325379,"(40.6065466, -74.0325379)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512789,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,23:09,,,40.804748,-73.9119334,"(40.804748, -73.9119334)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513304,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,23:09,,,40.8666771,-73.9089501,"(40.8666771, -73.9089501)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511905,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,23:09,,,40.7862863,-73.8059671,"(40.7862863, -73.8059671)",,,,4,0,0,0,0,0,8,0,Unspecified,Unspecified,,,,3512301,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,6:09,BROOKLYN,11217,,,,FLATBUSH AVENUE,PACIFIC STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512852,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/14/2016,11:09,,,40.7561376,-73.7404641,"(40.7561376, -73.7404641)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3519536,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/14/2016,11:09,BRONX,10456,,,,GRAND CONCOURSE,EAST 169 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3519861,SPORT UTILITY / STATION WAGON,,,,
09/01/2016,7:09,MANHATTAN,10002,,,,,,43        EAST BROADWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511711,PASSENGER VEHICLE,OTHER,,,
09/01/2016,7:09,MANHATTAN,10017,,,,,,110       EAST 42 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511741,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
09/01/2016,8:09,BRONX,10455,,,,,,776       SOUTHERN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512698,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,8:09,BRONX,10462,,,,ZEREGA AVENUE,HAVILAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513347,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
09/01/2016,8:09,BRONX,10471,,,,RIVERDALE AVENUE,WEST 256 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513943,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/23/2016,13:08,QUEENS,11355,,,,COLLEGE POINT BOULEVARD,58 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3506451,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/23/2016,13:08,QUEENS,11355,,,,COLLEGE POINT BOULEVARD,BLOSSOM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3505665,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/23/2016,13:08,QUEENS,11435,,,,,,90-16     150 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3505549,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/23/2016,13:08,MANHATTAN,10034,,,,,,515       WEST 207 STREET,2,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3505916,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/23/2016,14:08,MANHATTAN,10016,,,,WEST 37 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3506680,PASSENGER VEHICLE,VAN,,,
09/01/2016,8:09,BRONX,10474,,,,RANDALL AVENUE,MANIDA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512699,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,8:09,MANHATTAN,10036,,,,WEST 43 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3514539,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,8:09,,,,,,CRAFTON AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511673,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,8:09,,,,,,JAVA STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3512877,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/01/2016,8:09,,,,,,MONROE STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3515532,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,8:09,,,,,,WHITESTONE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512289,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,8:09,,,40.7212285,-73.8266865,"(40.7212285, -73.8266865)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511612,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,8:09,,,,,,SPRINGFIELD BOULEVARD,,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3511593,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,8:09,,,40.7167161,-73.8278116,"(40.7167161, -73.8278116)",,,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3511614,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,8:09,BROOKLYN,11233,,,,,,465       MACDONOUGH STREET,2,0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,,,3512134,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/01/2016,8:09,QUEENS,11421,,,,PARK LANE SOUTH,FOREST PARKWAY,,2,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3512186,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,9:09,BRONX,10461,,,,,,2032      YATES AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511262,PASSENGER VEHICLE,OTHER,,,
09/01/2016,9:09,QUEENS,11434,,,,SOUTH CONDUIT AVENUE,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511510,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,9:09,,,,,,3 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512004,PASSENGER VEHICLE,OTHER,,,
09/01/2016,9:09,,,,,,65-13 70th Ave,65 street,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512210,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/01/2016,9:09,,,,,,BAY PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511945,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/14/2016,11:09,,,,,,WILLIAMSBURG BRIDGE,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3521274,,,,,
09/14/2016,12:09,MANHATTAN,10017,,,,EAST 49 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3519935,PASSENGER VEHICLE,,,,
09/14/2016,12:09,MANHATTAN,10128,,,,LEXINGTON AVENUE,EAST 89 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3520139,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/14/2016,12:09,QUEENS,11364,,,,202 STREET,53 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3519528,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/14/2016,12:09,QUEENS,11433,,,,107 AVENUE,154 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3521623,PASSENGER VEHICLE,,,,
09/14/2016,12:09,QUEENS,11434,,,,,,115-12    167 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3519500,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/01/2016,9:09,,,40.7582074,-73.7773986,"(40.7582074, -73.7773986)",,,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3511595,PASSENGER VEHICLE,,,,
08/31/2016,0:08,BRONX,10462,,,,,,1727      MATTHEWS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511259,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2016,0:08,BROOKLYN,11220,,,,,,6802      8 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3512782,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2016,0:08,,,,,,160 STREET,HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511563,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2016,0:08,,,,,,94 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3510959,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2016,0:08,,,,,,GRAND AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3510961,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2016,0:08,,,,,,SOUTH 5 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3510773,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
08/24/2015,1:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3283930,OTHER,OTHER,,,
08/31/2016,0:08,,,40.7152631,-73.9763192,"(40.7152631, -73.9763192)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3514489,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2016,10:08,BRONX,10463,,,,TIBBETT AVENUE,WEST 232 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511894,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2016,10:08,BROOKLYN,11220,,,,8 AVENUE,50 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511317,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2016,10:08,MANHATTAN,10016,40.7440912,-73.9763477,"(40.7440912, -73.9763477)",EAST 33 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3542333,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
08/31/2016,10:08,MANHATTAN,10016,,,,,,240       EAST 29 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3510327,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2016,10:08,MANHATTAN,10027,,,,,,16        WEST 125 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3511156,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2016,10:08,QUEENS,11101,,,,29 STREET,REVIEW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3510918,PASSENGER VEHICLE,,,,
08/31/2016,10:08,QUEENS,11101,,,,39 STREET,HUNTERS POINT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3510919,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
