DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
08/20/2016,3:08,MANHATTAN,10031,40.8314708,-73.9467684,"(40.8314708, -73.9467684)",WEST 153 STREET,BROADWAY,,1,0,1,0,0,0,0,0,Unspecified,,,,,3539390,PASSENGER VEHICLE,,,,
08/20/2016,3:08,BRONX,10468,,,,WEST KINGSBRIDGE ROAD,AQUEDUCT AVENUE,,2,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3505290,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/20/2016,4:08,BRONX,10459,,,,,,941       HOE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504471,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/20/2016,4:08,BRONX,10465,,,,PHILIP AVENUE,EAST TREMONT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504555,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/20/2016,5:08,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504119,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/25/2016,17:10,BRONX,10473,40.8229458,-73.8681791,"(40.8229458, -73.8681791)",NOBLE AVENUE,STORY AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3547688,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/25/2016,17:10,BROOKLYN,11207,40.6785927,-73.8965352,"(40.6785927, -73.8965352)",JAMAICA AVENUE,MARGINAL ST EAST,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,3547830,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/25/2016,17:10,BROOKLYN,11214,40.5900701,-73.9906855,"(40.5900701, -73.9906855)",,,264       BAY 43 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3547676,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/25/2016,17:10,BROOKLYN,11215,40.6640129,-73.9773421,"(40.6640129, -73.9773421)",PROSPECT PARK WEST,10 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3547481,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/25/2016,17:10,BROOKLYN,11229,40.5950597,-73.927599,"(40.5950597, -73.927599)",GERRITSEN AVENUE,CHANNEL AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3548783,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/28/2016,3:09,,,40.7385757,-73.8453362,"(40.7385757, -73.8453362)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3529030,SPORT UTILITY / STATION WAGON,,,,
09/28/2016,4:09,BRONX,10466,,,,,,960       EAST 233 STREET,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3529312,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/28/2016,4:09,,,,,,EAST 194 STREET,,,1,0,0,0,1,0,0,0,Unspecified,,,,,3528851,BICYCLE,,,,
08/20/2016,5:08,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504930,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/20/2016,5:08,,,40.8448864,-73.9072833,"(40.8448864, -73.9072833)",,,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3503898,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/25/2016,17:10,BROOKLYN,11231,40.6779969,-74.0041461,"(40.6779969, -74.0041461)",NELSON STREET,HICKS STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3547226,PASSENGER VEHICLE,,,,
10/25/2016,17:10,BROOKLYN,11234,40.6309047,-73.9204195,"(40.6309047, -73.9204195)",FLATLANDS AVENUE,EAST 58 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3547206,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/25/2016,17:10,BROOKLYN,11236,40.6435172,-73.8964923,"(40.6435172, -73.8964923)",EAST 100 STREET,AVENUE J,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3547201,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/25/2016,17:10,MANHATTAN,10002,40.7236503,-73.991024,"(40.7236503, -73.991024)",EAST HOUSTON STREET,CHRYSTIE STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3548308,,,,,
10/25/2016,17:10,MANHATTAN,10016,40.7468947,-73.9829439,"(40.7468947, -73.9829439)",,,45        EAST 33 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3547704,SPORT UTILITY / STATION WAGON,,,,
10/25/2016,17:10,MANHATTAN,10017,40.7552189,-73.9790616,"(40.7552189, -73.9790616)",,,6         EAST 45 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3547705,SPORT UTILITY / STATION WAGON,,,,
08/20/2016,6:08,BROOKLYN,11207,,,,,,1937      LINDEN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,,,3503580,PASSENGER VEHICLE,,,,
08/20/2016,6:08,MANHATTAN,10039,,,,,,287       WEST 150 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3508904,PASSENGER VEHICLE,,,,
08/20/2016,6:08,QUEENS,11417,,,,,,95-04     PITKIN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504055,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/20/2016,6:08,BRONX,10458,,,,LORILLARD PLACE,EAST 189 STREET,,2,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3503925,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/21/2016,20:15,,,,,,GRAND CENTRAL PARKWAY,MAIN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3425360,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,16:45,,,40.7007397,-73.9949795,"(40.7007397, -73.9949795)",CADMAN PLZ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3420895,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,16:49,STATEN ISLAND,10301,40.6334667,-74.0892932,"(40.6334667, -74.0892932)",,,164 CASTLETON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3429791,MOTORCYCLE,PASSENGER VEHICLE,,,
04/12/2016,16:50,,,40.666439,-73.8347735,"(40.666439, -73.8347735)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3424722,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,16:55,,,,,,,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3412360,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/30/2016,0:10,BRONX,10467,40.8766004,-73.876545,"(40.8766004, -73.876545)",RESERVOIR OVAL EAST,HOLT PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3550215,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/30/2016,0:10,BROOKLYN,11201,40.6897305,-73.9901667,"(40.6897305, -73.9901667)",BOERUM PLACE,STATE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3549738,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/30/2016,0:10,BROOKLYN,11201,40.6960511,-73.9850846,"(40.6960511, -73.9850846)",TILLARY STREET,BRIDGE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3549737,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/30/2016,0:10,BROOKLYN,11201,40.6942145,-73.9823732,"(40.6942145, -73.9823732)",,,58        FLEET WALK,0,0,0,0,0,0,0,0,Unspecified,,,,,3549736,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/30/2016,0:10,BROOKLYN,11216,40.6830976,-73.951574,"(40.6830976, -73.951574)",,,154       JEFFERSON AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3551566,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/30/2016,0:10,BROOKLYN,11221,40.6971491,-73.9154143,"(40.6971491, -73.9154143)",,,549       KNICKERBOCKER AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3550080,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/30/2016,0:10,BROOKLYN,11225,40.6649767,-73.9590306,"(40.6649767, -73.9590306)",,,47        MC KEEVER PLACE,0,0,0,0,0,0,0,0,Unspecified,,,,,3550430,PASSENGER VEHICLE,,,,
09/28/2016,7:09,BRONX,10472,,,,GLEASON AVENUE,METCALF AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3529327,,,,,
08/08/2015,21:45,MANHATTAN,10032,40.8315678,-73.9429813,"(40.8315678, -73.9429813)",WEST 155 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Prescription Medication,,,,3274015,PASSENGER VEHICLE,VAN,,,
10/30/2016,0:10,,,,,,49 STREET,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3551665,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2016,0:10,,,,,,CLINTON STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551274,TAXI,SPORT UTILITY / STATION WAGON,,,
10/30/2016,0:10,,,,,,HYLAN BOULEVARD,TYSENS LANE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3550209,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2016,0:10,,,40.7266047,-73.9306435,"(40.7266047, -73.9306435)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3550023,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/30/2016,0:10,,,40.7424211,-73.8265402,"(40.7424211, -73.8265402)",,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3550199,PICK-UP TRUCK,PICK-UP TRUCK,,,
10/30/2016,0:10,,,40.8201469,-73.890643,"(40.8201469, -73.890643)",,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,3550677,SPORT UTILITY / STATION WAGON,,,,
10/30/2016,0:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3550955,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2016,0:10,,,,,,JAMAICA AVENUE,109 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3549979,PASSENGER VEHICLE,,,,
08/20/2016,7:08,MANHATTAN,10017,,,,EAST 49 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503482,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/20/2016,7:08,MANHATTAN,10036,,,,12 AVENUE,WEST 42 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3505071,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/20/2016,7:08,,,,,,WEST 149 STREET,SAINT NICHOLAS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3520432,PASSENGER VEHICLE,,,,
08/20/2016,8:08,MANHATTAN,10001,,,,WEST 31 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503856,PASSENGER VEHICLE,,,,
08/20/2016,8:08,QUEENS,11694,,,,,,1         BEACH 105 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504014,PASSENGER VEHICLE,OTHER,,,
08/20/2016,8:08,,,40.7170151,-73.8297,"(40.7170151, -73.8297)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503730,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/20/2016,8:08,,,40.7170151,-73.8297,"(40.7170151, -73.8297)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503731,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/20/2016,9:08,MANHATTAN,10012,,,,WEST HOUSTON STREET,WEST BROADWAY,,1,0,2,0,0,0,0,0,Unspecified,,,,,3504161,PASSENGER VEHICLE,,,,
10/30/2016,10:10,QUEENS,11373,40.739199,-73.86872,"(40.739199, -73.86872)",53 AVENUE,94 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3550263,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/30/2016,10:10,QUEENS,11374,40.7269218,-73.8617629,"(40.7269218, -73.8617629)",64 ROAD,AUSTIN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3550400,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/30/2016,10:10,,,,,,ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3550031,TAXI,TAXI,,,
10/30/2016,10:10,,,,,,CROSS ISLAND PARKWAY,HEMPSTEAD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3549859,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/30/2016,10:10,,,,,,THOMPSON STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3550484,SPORT UTILITY / STATION WAGON,,,,
10/30/2016,10:10,,,,,,WEST 79 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3549863,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2016,10:10,,,40.7555194,-73.9610985,"(40.7555194, -73.9610985)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3551491,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/20/2016,9:08,MANHATTAN,10019,,,,,,680       12 AVENUE,1,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3504261,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/19/2016,0:08,BRONX,10459,,,,WHITLOCK AVENUE,ALDUS STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3504467,PASSENGER VEHICLE,,,,
08/19/2016,0:08,MANHATTAN,10039,,,,,,210       WEST 150 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504376,OTHER,PASSENGER VEHICLE,,,
08/19/2016,0:08,QUEENS,11101,,,,,,31-15     HUNTERS POINT AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3503334,PASSENGER VEHICLE,,,,
08/19/2016,0:08,QUEENS,11375,,,,,,101-04    METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503382,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,0:08,STATEN ISLAND,10309,,,,VETERANS ROAD WEST,TYRELLAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3505800,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,0:08,,,,,,41 STREET,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503763,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2016,11:10,QUEENS,11428,40.7153474,-73.7484422,"(40.7153474, -73.7484422)",HOLLIS COURT BOULEVARD,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3549860,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/30/2016,11:10,,,,,,CLOVE ROAD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3550448,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/30/2016,11:10,,,,,,HORACE HARDING EXPRESSWAY,LITTLE NECK PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3550324,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/30/2016,11:10,,,,,,HORACE HARDING EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3550314,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/30/2016,11:10,,,,,,NORTHERN BOULEVARD,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3550621,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/30/2016,11:10,,,,,,WEST 66 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3549862,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/30/2016,11:10,,,,,,WESTWOOD AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3550257,SPORT UTILITY / STATION WAGON,,,,
10/30/2016,11:10,MANHATTAN,10002,40.7136158,-73.9955884,"(40.7136158, -73.9955884)",,,56        EAST BROADWAY,1,0,1,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3550533,SPORT UTILITY / STATION WAGON,,,,
10/30/2016,11:10,QUEENS,11360,40.7779839,-73.7783657,"(40.7779839, -73.7783657)",,,211-15    26 AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,3550620,PICK-UP TRUCK,,,,
08/08/2015,8:35,MANHATTAN,10003,40.7326034,-73.9876815,"(40.7326034, -73.9876815)",3 AVENUE,EAST 13 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3273397,PASSENGER VEHICLE,VAN,,,
10/30/2016,12:10,MANHATTAN,10016,40.7497765,-73.9818099,"(40.7497765, -73.9818099)",,,17        EAST 37 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3550218,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2016,12:10,MANHATTAN,10017,40.7513655,-73.9679753,"(40.7513655, -73.9679753)",EAST 46 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3550350,PASSENGER VEHICLE,TAXI,,,
10/30/2016,12:10,MANHATTAN,10036,40.7563235,-73.9876519,"(40.7563235, -73.9876519)",,,214       WEST 42 STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3550223,TAXI,PASSENGER VEHICLE,,,
10/30/2016,12:10,QUEENS,11361,40.7693131,-73.7840698,"(40.7693131, -73.7840698)",33 AVENUE,205 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3550319,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/30/2016,12:10,QUEENS,11377,40.7350192,-73.8960291,"(40.7350192, -73.8960291)",69 STREET,CALAMUS AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3550783,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/30/2016,12:10,STATEN ISLAND,10301,40.6449883,-74.0793558,"(40.6449883, -74.0793558)",ACADEMY PLACE,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3552101,PASSENGER VEHICLE,,,,
10/30/2016,12:10,,,,,,1 AVENUE,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3550038,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2016,12:10,,,,,,COLLEGE POINT BOULEVARD,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3550622,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/30/2016,12:10,,,,,,RICHMOND AVENUE,ROCKLAND AVENUE,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3551245,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2016,12:10,,,,,,SEAGIRT BOULEVARD,BEACH 9 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3550347,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/30/2016,12:10,,,,,,MC GUINNESS BOULEVARD,EAGLE STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,3549916,MOTORCYCLE,,,,
10/30/2016,12:10,,,40.6943232,-73.9988656,"(40.6943232, -73.9988656)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3551879,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
10/25/2016,17:10,,,,,,CORLEAR AVENUE,,,2,0,1,0,0,0,1,0,Unspecified,,,,,3547179,PASSENGER VEHICLE,,,,
08/19/2016,0:08,,,,,,COLLEGE POINT BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503349,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,0:08,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3505592,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/19/2016,0:08,,,,,,CLEARVIEW EXPRESSWAY,33 AVENUE,,1,0,0,0,0,0,2,0,Unspecified,,,,,3503373,MOTORCYCLE,,,,
08/19/2016,0:08,,,40.8157024,-73.9636791,"(40.8157024, -73.9636791)",,,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3504360,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/19/2016,10:08,BRONX,10458,,,,DECATUR AVENUE,EAST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503516,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/07/2015,10:52,,,,,,,,FENCE 142-30 BARCLAY AVE,0,0,0,0,0,0,0,0,Unspecified,,,,,3273825,PASSENGER VEHICLE,,,,
08/19/2016,10:08,BROOKLYN,11212,,,,LINDEN BOULEVARD,AMBOY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3505413,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,10:08,BROOKLYN,11234,,,,EAST 56 STREET,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3505355,VAN,PASSENGER VEHICLE,,,
08/19/2016,10:08,QUEENS,11377,,,,64 STREET,51 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503697,PASSENGER VEHICLE,,,,
08/19/2016,10:08,,,,,,EAST 10 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504651,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,10:08,QUEENS,11377,,,,64 STREET,NORTHERN BOULEVARD,,1,0,5,0,0,0,0,0,Unspecified,,,,,3503336,PASSENGER VEHICLE,,,,
08/19/2016,10:08,,,40.8465687,-73.9258822,"(40.8465687, -73.9258822)",,,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3503509,PASSENGER VEHICLE,,,,
08/19/2016,11:08,BRONX,10461,,,,,,1728      EASTCHESTER ROAD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504579,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,11:08,MANHATTAN,10011,,,,8 AVENUE,WEST 19 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504224,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,11:08,MANHATTAN,10037,40.8109414,-73.9431723,"(40.8109414, -73.9431723)",WEST 130 STREET,LENOX AVENUE,,0,0,0,0,0,0,0,0,,,,,,3517457,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,11:08,QUEENS,11363,,,,NORTHERN BOULEVARD,CROSS ISLAND PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503376,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2016,13:10,,,40.7282816,-73.7603933,"(40.7282816, -73.7603933)",,,,5,0,0,0,0,0,5,0,Other Electronic Device,Unspecified,Unspecified,Unspecified,Unspecified,3550897,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
10/30/2016,14:10,BROOKLYN,11204,40.6246533,-73.9809866,"(40.6246533, -73.9809866)",19 AVENUE,53 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3549968,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
10/30/2016,14:10,BROOKLYN,11211,40.7055886,-73.9598208,"(40.7055886, -73.9598208)",,,70        LEE AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3550036,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2016,14:10,BROOKLYN,11230,40.6299872,-73.9715677,"(40.6299872, -73.9715677)",OCEAN PARKWAY,FOSTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3550948,PASSENGER VEHICLE,,,,
10/30/2016,14:10,BROOKLYN,11231,40.6778652,-73.9980676,"(40.6778652, -73.9980676)",COURT STREET,4 PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551174,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/30/2016,14:10,BROOKLYN,11233,40.6753493,-73.9219744,"(40.6753493, -73.9219744)",DEAN STREET,RALPH AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3550281,SPORT UTILITY / STATION WAGON,,,,
10/30/2016,14:10,BROOKLYN,11233,40.675445,-73.9215128,"(40.675445, -73.9215128)",,,719       KINGSBOROUGH 7 WALK,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551379,PASSENGER VEHICLE,,,,
08/19/2016,11:08,QUEENS,11421,,,,ROCKAWAY BOULEVARD,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504813,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,11:08,,,,,,123 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503664,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,11:08,,,,,,GRAND ARMY PLAZA,VANDERBILT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3505454,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,11:08,,,,,,,,1725      RICHMOND AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503777,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
